Time,,ID,RX/TX,Length,
0.995466,1,658,Rx d,8,019093CF00
0.995604,1,659,Rx d,8,FFFFFFFF0000
0.995739,1,630,Rx d,8,01FFFF0A9B00
0.995875,1,631,Rx d,8,00010100010
0.996015,1,632,Rx d,8,7FFF7FFF0110
0.996136,1,503,Rx d,8,23E43E3E444
0.996257,1,633,Rx d,8,104F010000
0.996398,1,634,Rx d,8,07FFFFFFF000
0.996534,1,635,Rx d,8,7FFFFFFF1100
0.99667,1,636,Rx d,8,FFFFFFFF7FFFFFFF
0.996822,1,644,Rx d,8,0000010016
0.99696,1,645,Rx d,8,00000007F
0.997099,1,646,Rx d,8,007FFF7FFF00
0.997224,1,504,Rx d,8,811000011
0.997327,1,470,Rx d,6,00A0633BF
0.997451,1,647,Rx d,8,007FFF7FFF00
0.99759,1,648,Rx d,8,00000000
0.997728,1,670,Rx d,8,1000000A00
0.997861,1,671,Rx d,8,F060FB500100
0.998,1,672,Rx d,8,00000000
0.998121,1,505,Rx d,8,23B3B00000
0.998243,1,118,Rx d,8,09018181900
0.998376,1,119,Rx d,8,007FFF1096
0.998463,1,11A,Rx d,3,000
0.998598,1,29,Rx d,8,00000000
0.999229,1,470,Rx d,6,0120533D7
1.000459,1,2A,Rx d,8,1100000C20
1.000579,1,E9,Rx d,8,06FFFFF25FE3A0
1.001228,1,470,Rx d,6,0120433E0
1.001641,1,471,Rx d,6,000000
1.003114,1,500,Rx d,8,301765009A820
1.003215,1,470,Rx d,6,01904B3F8
1.004055,1,640,Rx d,8,003D70F5057
1.00418,1,501,Rx d,8,30000000
1.004301,1,641,Rx d,8,01205900046
1.004434,1,642,Rx d,8,0007DFF6AF060
1.004569,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.004703,1,652,Rx d,8,00F060FF000
1.00484,1,655,Rx d,8,0180297FFF7FFF
1.004976,1,656,Rx d,8,7FFF00FFFF00
1.005112,1,657,Rx d,8,FFEB7FFFFFFF00
1.005238,1,502,Rx d,8,30000000
1.00534,1,470,Rx d,6,01203C3F0
1.005464,1,658,Rx d,8,019093F800
1.005601,1,659,Rx d,8,FFFFFFFF0000
1.005733,1,630,Rx d,8,01FFFF0A9D00
1.005868,1,631,Rx d,8,00010100010
1.006004,1,632,Rx d,8,7FFF7FFF0110
1.006124,1,503,Rx d,8,323D3E03E3E3E
1.006246,1,633,Rx d,8,104F010000
1.006382,1,634,Rx d,8,07FFFFFFF000
1.006516,1,635,Rx d,8,7FFFFFFF1100
1.006649,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.00712,1,504,Rx d,8,C01111100
1.007232,1,470,Rx d,6,02104B3BF
1.008187,1,7F5,Rx d,8,0FF00000FF
1.009201,1,470,Rx d,6,00A04B3E0
1.009592,1,471,Rx d,6,000000
1.010676,1,E9,Rx d,8,1FE1F1FFEFEFEFE
1.011215,1,470,Rx d,6,01203C3E8
1.012831,1,460,Rx d,8,000001700
1.012953,1,460,Rx d,8,154C7DC7F780
1.013095,1,460,Rx d,8,29068601800
1.013221,1,500,Rx d,8,400000000
1.013323,1,470,Rx d,6,020533D7
1.014124,1,501,Rx d,8,40000000
1.014245,1,640,Rx d,8,003D70F5057
1.014379,1,641,Rx d,8,01205900046
1.014512,1,642,Rx d,8,0007DFF6AF060
1.014648,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.014783,1,652,Rx d,8,00F060FF000
1.014919,1,655,Rx d,8,0180297FFF7FFF
1.015056,1,656,Rx d,8,7FFF00FFFF00
1.015181,1,502,Rx d,8,40000000
1.015282,1,470,Rx d,6,01904B3F8
1.015404,1,657,Rx d,8,FFEB7FFFFFFF00
1.015538,1,658,Rx d,8,020113D700
1.015675,1,659,Rx d,8,FFFFFFFF0000
1.015834,1,630,Rx d,8,01FFFF0A9E00
1.015972,1,631,Rx d,8,00010100010
1.016111,1,632,Rx d,8,7FFF7FFF0110
1.016234,1,503,Rx d,8,43E3E00000
1.016355,1,633,Rx d,8,104F010000
1.016494,1,634,Rx d,8,07FFFFFFF000
1.016628,1,635,Rx d,8,7FFFFFFF1100
1.016763,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.016906,1,644,Rx d,8,0000010016
1.01705,1,645,Rx d,8,00000007F
1.01719,1,646,Rx d,8,007FFF7FFF00
1.017291,1,470,Rx d,6,0190433CF
1.017415,1,647,Rx d,8,007FFF7FFF00
1.017555,1,648,Rx d,8,00000000
1.017693,1,670,Rx d,8,1000000A00
1.017797,1,471,Rx d,6,010000
1.017917,1,671,Rx d,8,F060FB500100
1.018055,1,672,Rx d,8,00000000
1.018188,1,118,Rx d,8,09018181900
1.018321,1,119,Rx d,8,007FFF1096
1.018408,1,11A,Rx d,3,000
1.018545,1,29,Rx d,8,00000000
1.019205,1,470,Rx d,6,0120433D7
1.020764,1,E9,Rx d,8,200FF453FF0
1.020952,1,2A,Rx d,8,01747906D0D98
1.021221,1,470,Rx d,6,00A0433E0
1.023128,1,500,Rx d,8,00000000
1.023232,1,470,Rx d,6,01903C3E0
1.024048,1,640,Rx d,8,003D70F5057
1.024173,1,501,Rx d,8,00000000
1.024294,1,641,Rx d,8,01205900046
1.024427,1,642,Rx d,8,0007DFF6AF060
1.024563,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.024697,1,652,Rx d,8,00F060FF000
1.024841,1,655,Rx d,8,0180297FFF7FFF
1.024977,1,656,Rx d,8,7FFF00FFFF00
1.025112,1,657,Rx d,8,FFEE7FFFFFFF00
1.025234,1,502,Rx d,8,000008E08E
1.025336,1,470,Rx d,6,FFFC05B3E0
1.025461,1,658,Rx d,8,019FFFA3E000
1.025599,1,659,Rx d,8,FFFFFFFF0000
1.025715,1,471,Rx d,6,000100
1.025836,1,630,Rx d,8,01FFFF0A9E00
1.025973,1,631,Rx d,8,00010100010
1.026108,1,632,Rx d,8,7FFF7FFF0110
1.026229,1,503,Rx d,8,03E3E00121112
1.02635,1,633,Rx d,8,104F010000
1.026486,1,634,Rx d,8,07FFFFFFF000
1.026619,1,635,Rx d,8,7FFFFFFF1100
1.026755,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.027124,1,504,Rx d,8,11000001
1.027226,1,470,Rx d,6,0204B3CF
1.02811,1,505,Rx d,8,03C3C3A3B3B3B3B
1.028234,1,7F5,Rx d,8,0FF00000FF
1.029176,1,470,Rx d,6,01904B3CF
1.030843,1,E9,Rx d,8,363644100022
1.030957,1,E0,Rx d,8,DF2E1212E612E60
1.031211,1,470,Rx d,6,0120533E0
1.032849,1,460,Rx d,8,000001700
1.032971,1,460,Rx d,8,154C7DC7F780
1.033113,1,460,Rx d,8,29068601800
1.033216,1,470,Rx d,6,00A0433E0
1.033343,1,500,Rx d,8,100000000
1.033633,1,471,Rx d,6,000000
1.034098,1,640,Rx d,8,003D70F5057
1.034223,1,501,Rx d,8,10000000
1.034344,1,641,Rx d,8,01205900046
1.034477,1,642,Rx d,8,0007DFF6AF060
1.034613,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.034747,1,652,Rx d,8,00F060FF000
1.034886,1,655,Rx d,8,0180297FFF7FFF
1.035023,1,656,Rx d,8,7FFF00FFFF00
1.035147,1,502,Rx d,8,1008E0600
1.035268,1,657,Rx d,8,FFEB7FFFFFFF00
1.035371,1,470,Rx d,6,0120433BF
1.035495,1,658,Rx d,8,00A013E000
1.035633,1,659,Rx d,8,FFFFFFFF0000
1.035768,1,630,Rx d,8,01FFFF0A9D00
1.035906,1,631,Rx d,8,00010100010
1.036045,1,632,Rx d,8,7FFF7FFF0110
1.036165,1,503,Rx d,8,13E3D403E43D
1.036286,1,633,Rx d,8,104F010000
1.036427,1,634,Rx d,8,07FFFFFFF000
1.036561,1,635,Rx d,8,7FFFFFFF1100
1.036697,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.036836,1,644,Rx d,8,0000010016
1.036973,1,645,Rx d,8,00000007F
1.037112,1,646,Rx d,8,007FFF7FFF00
1.037237,1,504,Rx d,8,410010110
1.037339,1,470,Rx d,6,00A0343E8
1.037463,1,647,Rx d,8,007FFF7FFF00
1.037602,1,648,Rx d,8,00000000
1.03774,1,670,Rx d,8,1000000A00
1.037873,1,671,Rx d,8,F060FB500100
1.038011,1,672,Rx d,8,00000000
1.038125,1,505,Rx d,8,13B3A3B3B3B3B3B
1.038247,1,118,Rx d,8,09018181900
1.038383,1,119,Rx d,8,007FFF1096
1.038471,1,11A,Rx d,3,000
1.038608,1,29,Rx d,8,00000000
1.039195,1,470,Rx d,6,01903C3E0
1.041167,1,470,Rx d,6,00A04B3D7
1.041443,1,2A,Rx d,8,1100000C20
1.041548,1,471,Rx d,6,000000
1.043165,1,470,Rx d,6,020343E0
1.043997,1,640,Rx d,8,003D70F5057
1.044131,1,501,Rx d,8,20000000
1.044252,1,641,Rx d,8,01205900046
1.044386,1,642,Rx d,8,0007DFF6AF060
1.044522,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.044656,1,652,Rx d,8,00F060FF000
1.044793,1,655,Rx d,8,0180297FFF7FFF
1.044931,1,656,Rx d,8,7FFF00FFFF00
1.045085,1,657,Rx d,8,FFE77FFFFFFF00
1.045203,1,502,Rx d,8,208E008E8E8E
1.045307,1,470,Rx d,6,00A0533E0
1.045433,1,658,Rx d,8,00AFFF23E800
1.045573,1,659,Rx d,8,FFFFFFFF0000
1.045706,1,630,Rx d,8,01FFFF0A9D00
1.045851,1,631,Rx d,8,00010100010
1.045986,1,632,Rx d,8,7FFF7FFF0110
1.046117,1,503,Rx d,8,23E43D3E444
1.046238,1,633,Rx d,8,104F010000
1.046383,1,634,Rx d,8,07FFFFFFF000
1.046515,1,635,Rx d,8,7FFFFFFF1100
1.04665,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.047124,1,504,Rx d,8,811000011
1.047225,1,470,Rx d,6,0120633C7
1.04812,1,505,Rx d,8,23B3B00000
1.048243,1,7F5,Rx d,8,0FF00000FF
1.049154,1,470,Rx d,6,00A03C3C7
1.049544,1,471,Rx d,6,010000
1.05058,1,E9,Rx d,8,06FFFFF25FE3A0
1.051168,1,470,Rx d,6,01204B3D7
1.052871,1,460,Rx d,8,000001700
1.052993,1,460,Rx d,8,154C7DC7F780
1.053125,1,500,Rx d,8,301765009A820
1.053244,1,460,Rx d,8,29068601800
1.053347,1,470,Rx d,6,00A0433CF
1.054129,1,501,Rx d,8,30000000
1.054508,1,640,Rx d,8,003D70F5057
1.054642,1,641,Rx d,8,01205900046
1.054776,1,642,Rx d,8,0007DFF6AF060
1.054912,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.055045,1,652,Rx d,8,00F060FF000
1.05517,1,502,Rx d,8,30000000
1.055273,1,470,Rx d,6,01204B3D7
1.055395,1,655,Rx d,8,0180297FFF7FFF
1.055531,1,656,Rx d,8,7FFF00FFFF00
1.055667,1,657,Rx d,8,FFEB7FFFFFFF00
1.055815,1,658,Rx d,8,00A013CF00
1.055953,1,659,Rx d,8,FFFFFFFF0000
1.056089,1,630,Rx d,8,01FFFF0A9C00
1.05621,1,503,Rx d,8,323D3E03E3E3E
1.056333,1,631,Rx d,8,00010100010
1.056471,1,632,Rx d,8,7FFF7FFF0110
1.056605,1,633,Rx d,8,104F010000
1.056746,1,634,Rx d,8,07FFFFFFF000
1.056881,1,635,Rx d,8,7FFFFFFF1100
1.057018,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.05714,1,504,Rx d,8,C01111100
1.057243,1,470,Rx d,6,00A03C3D7
1.057366,1,644,Rx d,8,0000010016
1.057505,1,645,Rx d,8,00000007F
1.057645,1,646,Rx d,8,007FFF7FFF00
1.05775,1,471,Rx d,6,000000
1.057875,1,647,Rx d,8,007FFF7FFF00
1.058014,1,648,Rx d,8,00000000
1.058151,1,670,Rx d,8,1000000A00
1.058286,1,671,Rx d,8,F060FB500100
1.058429,1,672,Rx d,8,00000000
1.058565,1,118,Rx d,8,09018181900
1.0587,1,119,Rx d,8,007FFF1096
1.058802,1,11A,Rx d,3,000
1.058942,1,29,Rx d,8,00000000
1.059205,1,470,Rx d,6,0120433C7
1.060221,1,649,Rx d,8,404041FFFF7900
1.060354,1,64A,Rx d,8,0E30032C83D7
1.060491,1,64B,Rx d,8,00000000
1.060628,1,64C,Rx d,8,000230000
1.060748,1,E9,Rx d,8,1FE1F1FFEFEFEFE
1.060871,1,64D,Rx d,8,0001010200
1.061009,1,64E,Rx d,8,000120000
1.061144,1,64F,Rx d,8,00EC8C8FFFF04
1.061245,1,470,Rx d,6,0190533CF
1.06137,1,650,Rx d,8,96FFFFFFFF00
1.061503,1,651,Rx d,8,FF0FFFF0E3FFFF
1.061641,1,65A,Rx d,8,00004000
1.061778,1,65B,Rx d,8,00000000
1.061917,1,65C,Rx d,8,FFFF000000
1.062034,1,2A,Rx d,8,01747906D0D98
1.062157,1,65E,Rx d,8,7FFF7FFF7FFF00
1.062294,1,65F,Rx d,8,003E819000
1.062428,1,480,Rx d,8,4C544320FFFF00
1.063121,1,500,Rx d,8,400000000
1.063223,1,470,Rx d,6,01904B3CF
1.064129,1,501,Rx d,8,40000000
1.064542,1,640,Rx d,8,003D70F5057
1.064676,1,641,Rx d,8,01205900046
1.064833,1,642,Rx d,8,0007DFF6AF060
1.064969,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.065103,1,652,Rx d,8,00F060FF000
1.065206,1,470,Rx d,6,0205B3BF
1.065332,1,502,Rx d,8,40000000
1.065454,1,655,Rx d,8,0180297FFF7FFF
1.065591,1,656,Rx d,8,7FFF00FFFF00
1.065696,1,471,Rx d,6,000000
1.065819,1,657,Rx d,8,FFEA7FFFFFFF00
1.065957,1,658,Rx d,8,019093CF00
1.066096,1,659,Rx d,8,FFFFFFFF0000
1.06622,1,503,Rx d,8,43E3E00000
1.06634,1,630,Rx d,8,01FFFF0A9D00
1.066477,1,631,Rx d,8,00010100010
1.066614,1,632,Rx d,8,7FFF7FFF0110
1.066748,1,633,Rx d,8,104F010000
1.066887,1,634,Rx d,8,07FFFFFFF000
1.067023,1,635,Rx d,8,7FFFFFFF1100
1.067161,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.067262,1,470,Rx d,6,00A04B3E8
1.068215,1,7F5,Rx d,8,0FF00000FF
1.069131,1,470,Rx d,6,0120533E8
1.070766,1,E9,Rx d,8,200FF453FF0
1.071148,1,470,Rx d,6,01204B3C7
1.072897,1,460,Rx d,8,000001700
1.073018,1,460,Rx d,8,154C7DC7F780
1.073146,1,500,Rx d,8,00000000
1.073266,1,460,Rx d,8,29068601800
1.073369,1,470,Rx d,6,00A0433F0
1.073591,1,471,Rx d,6,000000
1.074137,1,501,Rx d,8,00000000
1.074257,1,640,Rx d,8,003D70F5057
1.074391,1,641,Rx d,8,01205900046
1.074524,1,642,Rx d,8,0007DFF6AF060
1.074659,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.074793,1,652,Rx d,8,00F060FF000
1.074929,1,655,Rx d,8,0180297FFF7FFF
1.075066,1,656,Rx d,8,7FFF00FFFF00
1.075187,1,502,Rx d,8,000008E08E
1.075289,1,470,Rx d,6,0190433E0
1.075411,1,657,Rx d,8,FFEC7FFFFFFF00
1.075551,1,658,Rx d,8,00A013F000
1.07569,1,659,Rx d,8,FFFFFFFF0000
1.075841,1,630,Rx d,8,01FFFF0A9D00
1.075977,1,631,Rx d,8,00010100010
1.076116,1,632,Rx d,8,7FFF7FFF0110
1.076237,1,503,Rx d,8,03E3E00121112
1.076358,1,633,Rx d,8,104F010000
1.076498,1,634,Rx d,8,07FFFFFFF000
1.076632,1,635,Rx d,8,7FFFFFFF1100
1.076779,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.07692,1,644,Rx d,8,0000010016
1.077058,1,645,Rx d,8,00000007F
1.077184,1,504,Rx d,8,11000001
1.077286,1,470,Rx d,6,00A04B3CF
1.077412,1,646,Rx d,8,007FFF7FFF00
1.07755,1,647,Rx d,8,007FFF7FFF00
1.077688,1,648,Rx d,8,00000000
1.077847,1,670,Rx d,8,1000000A00
1.077988,1,671,Rx d,8,F060FB500100
1.078115,1,505,Rx d,8,03B3C3A3B3B3B3B
1.078239,1,672,Rx d,8,00000000
1.078373,1,118,Rx d,8,09018181900
1.078505,1,119,Rx d,8,007FFF1096
1.078603,1,11A,Rx d,3,000
1.078738,1,29,Rx d,8,00000000
1.079167,1,470,Rx d,6,0120433E0
1.080849,1,E9,Rx d,8,363644100022
1.081133,1,470,Rx d,6,0210343D7
1.081526,1,471,Rx d,6,000000
1.082098,1,E0,Rx d,8,EF2E012E612E60
1.082392,1,2A,Rx d,8,1100000C20
1.08313,1,500,Rx d,8,100000000
1.083233,1,470,Rx d,6,020433CF
1.084044,1,640,Rx d,8,003D70F5057
1.084169,1,501,Rx d,8,10000000
1.084291,1,641,Rx d,8,01205900046
1.084423,1,642,Rx d,8,0007DFF6AF060
1.084558,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.084692,1,652,Rx d,8,00F060FF000
1.084843,1,655,Rx d,8,0180297FFF7FFF
1.084978,1,656,Rx d,8,7FFF00FFFF00
1.085115,1,657,Rx d,8,FFEB7FFFFFFF00
1.085217,1,470,Rx d,6,00A04B3E8
1.08534,1,502,Rx d,8,1008E0600
1.085462,1,658,Rx d,8,02013CF00
1.0856,1,659,Rx d,8,FFFFFFFF0000
1.085732,1,630,Rx d,8,01FFFF0A9C00
1.085868,1,631,Rx d,8,00010100010
1.086003,1,632,Rx d,8,7FFF7FFF0110
1.086123,1,503,Rx d,8,13E3D403E43D
1.086244,1,633,Rx d,8,104F010000
1.086381,1,634,Rx d,8,07FFFFFFF000
1.086515,1,635,Rx d,8,7FFFFFFF1100
1.086648,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.087126,1,504,Rx d,8,410010110
1.087228,1,470,Rx d,6,00A03C3D7
1.088114,1,505,Rx d,8,13B3B3B3B3B3B3B
1.089106,1,470,Rx d,6,0120433E0
1.089496,1,471,Rx d,6,000000
1.090194,1,7F5,Rx d,8,0FF00000FF
1.091105,1,470,Rx d,6,00A03C3E0
1.092911,1,460,Rx d,8,000001700
1.093032,1,460,Rx d,8,154C7DC7F780
1.093136,1,470,Rx d,6,020433E0
1.093257,1,460,Rx d,8,29068601800
1.094053,1,640,Rx d,8,003D70F4057
1.094179,1,501,Rx d,8,20000000
1.0943,1,641,Rx d,8,01205900046
1.094432,1,642,Rx d,8,0007DFF6AF060
1.094568,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.094702,1,652,Rx d,8,00F060FF000
1.094841,1,655,Rx d,8,0180297FFF7FFF
1.094978,1,656,Rx d,8,7FFF00FFFF00
1.095115,1,657,Rx d,8,FFEF7FFFFFFF00
1.095215,1,470,Rx d,6,0120343CF
1.095334,1,502,Rx d,8,208E008E8E8E
1.095458,1,658,Rx d,8,00A013E000
1.095596,1,659,Rx d,8,FFFFFFFF0000
1.09573,1,630,Rx d,8,01FFFF0A9D00
1.095866,1,631,Rx d,8,00010100010
1.096006,1,632,Rx d,8,7FFF7FFF0110
1.096126,1,503,Rx d,8,23E43D3E434
1.096247,1,633,Rx d,8,104F010000
1.096388,1,634,Rx d,8,07FFFFFFF000
1.096531,1,635,Rx d,8,7FFFFFFF1100
1.096667,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.096802,1,644,Rx d,8,0000010016
1.09694,1,645,Rx d,8,00000007F
1.097079,1,646,Rx d,8,007FFF7FFF00
1.09718,1,470,Rx d,6,02104B3D7
1.097304,1,504,Rx d,8,811000011
1.097428,1,647,Rx d,8,007FFF7FFF00
1.097567,1,648,Rx d,8,00000000
1.097673,1,471,Rx d,6,000000
1.097799,1,670,Rx d,8,1000000A00
1.097937,1,671,Rx d,8,F060FB500100
1.098075,1,672,Rx d,8,00000000
1.098196,1,505,Rx d,8,23B3B00000
1.098318,1,118,Rx d,8,09018181900
1.09845,1,119,Rx d,8,007FFF1096
1.098538,1,11A,Rx d,3,000
1.098674,1,29,Rx d,8,00000000
1.09914,1,470,Rx d,6,00A04B3D7
1.100581,1,E9,Rx d,8,06FFFFF25FE3A0
1.101108,1,470,Rx d,6,00A0433E0
1.102874,1,2A,Rx d,8,01747906D0D98
1.103104,1,470,Rx d,6,00A04B3E0
1.103225,1,500,Rx d,8,301765009A820
1.104037,1,640,Rx d,8,003D70F5057
1.104161,1,501,Rx d,8,30000000
1.104281,1,641,Rx d,8,01205900046
1.104414,1,642,Rx d,8,0007DFF6AF060
1.10455,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.104684,1,652,Rx d,8,00F060FF000
1.104844,1,655,Rx d,8,0180297FFF7FFF
1.10498,1,656,Rx d,8,7FFF00FFFF00
1.105115,1,657,Rx d,8,FFEB7FFFFFFF00
1.105218,1,470,Rx d,6,0203C3E0
1.105343,1,502,Rx d,8,30000000
1.105466,1,658,Rx d,8,00A093E000
1.105604,1,659,Rx d,8,FFFFFFFF0000
1.105709,1,471,Rx d,6,010000
1.10583,1,630,Rx d,8,01FFFF0A9D00
1.105965,1,631,Rx d,8,00010100010
1.1061,1,632,Rx d,8,7FFF7FFF0110
1.106221,1,503,Rx d,8,323D3E03E3E3E
1.106342,1,633,Rx d,8,104F010000
1.106479,1,634,Rx d,8,07FFFFFFF000
1.106613,1,635,Rx d,8,7FFFFFFF1100
1.106747,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.107127,1,504,Rx d,8,C01111100
1.107229,1,470,Rx d,6,01904B3E0
1.108194,1,7F5,Rx d,8,0FF00000FF
1.109077,1,470,Rx d,6,02103C3D7
1.110678,1,E9,Rx d,8,1FE1F1FFEFEFEFE
1.111093,1,470,Rx d,6,0206B3E0
1.112928,1,460,Rx d,8,000001700
1.11305,1,460,Rx d,8,154C7DC7F780
1.113153,1,470,Rx d,6,01203C3E8
1.113273,1,460,Rx d,8,29068601800
1.113399,1,500,Rx d,8,400000000
1.113516,1,471,Rx d,6,000000
1.114131,1,501,Rx d,8,40000000
1.114252,1,640,Rx d,8,003D70F5057
1.114386,1,641,Rx d,8,01205900046
1.114519,1,642,Rx d,8,0007DFF6AF060
1.114655,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.11479,1,652,Rx d,8,00F060FF000
1.114925,1,655,Rx d,8,0180297FFF7FFF
1.115063,1,656,Rx d,8,7FFF00FFFF00
1.115166,1,470,Rx d,6,020433CF
1.115291,1,502,Rx d,8,40000000
1.115413,1,657,Rx d,8,FFEE7FFFFFFF00
1.115548,1,658,Rx d,8,012FFFA3E800
1.115686,1,659,Rx d,8,FFFFFFFF0000
1.115839,1,630,Rx d,8,01FFFF0A9E00
1.115975,1,631,Rx d,8,00010100010
1.116114,1,632,Rx d,8,7FFF7FFF0110
1.116238,1,503,Rx d,8,43E3E00000
1.116359,1,633,Rx d,8,104F010000
1.116499,1,634,Rx d,8,07FFFFFFF000
1.116646,1,635,Rx d,8,7FFFFFFF1100
1.116779,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.116917,1,644,Rx d,8,0000010016
1.117056,1,645,Rx d,8,00000007F
1.117159,1,470,Rx d,6,01204B3D7
1.117284,1,646,Rx d,8,007FFF7FFF00
1.117425,1,647,Rx d,8,007FFF7FFF00
1.117563,1,648,Rx d,8,00000000
1.1177,1,670,Rx d,8,1000000A00
1.117844,1,671,Rx d,8,F060FB500100
1.117982,1,672,Rx d,8,00000000
1.118117,1,118,Rx d,8,09018181900
1.11825,1,119,Rx d,8,007FFF1096
1.118336,1,11A,Rx d,3,000
1.118472,1,29,Rx d,8,00000000
1.119084,1,470,Rx d,6,00A0433E8
1.120764,1,E9,Rx d,8,200FF453FF0
1.121082,1,470,Rx d,6,020533F8
1.121476,1,471,Rx d,6,000000
1.12306,1,470,Rx d,6,01903C3E0
1.123188,1,500,Rx d,8,00000000
1.123351,1,2A,Rx d,8,1100000C20
1.124065,1,640,Rx d,8,003D70F5057
1.12419,1,501,Rx d,8,00000000
1.12431,1,641,Rx d,8,01205900046
1.124442,1,642,Rx d,8,0007DFF6AF060
1.124579,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.124714,1,652,Rx d,8,00F060FF000
1.12485,1,655,Rx d,8,0180297FFF7FFF
1.124986,1,656,Rx d,8,7FFF00FFFF00
1.125123,1,657,Rx d,8,FFE77FFFFFFF00
1.125227,1,470,Rx d,6,0204B3E0
1.125348,1,502,Rx d,8,000008E08E
1.125473,1,658,Rx d,8,019FFFA3E000
1.125611,1,659,Rx d,8,FFFFFFFF0000
1.125743,1,630,Rx d,8,01FFFF0A9E00
1.125878,1,631,Rx d,8,00010100010
1.126013,1,632,Rx d,8,7FFF7FFF0110
1.126134,1,503,Rx d,8,03E3E00121112
1.126255,1,633,Rx d,8,104F010000
1.126391,1,634,Rx d,8,07FFFFFFF000
1.126524,1,635,Rx d,8,7FFFFFFF1100
1.126658,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.127106,1,470,Rx d,6,01203C3E8
1.127232,1,504,Rx d,8,11000001
1.128118,1,505,Rx d,8,03B3C3A3B3B3B3B
1.128242,1,7F5,Rx d,8,0FF00000FF
1.12904,1,470,Rx d,6,00A04B3D7
1.129456,1,471,Rx d,6,000000
1.130843,1,E9,Rx d,8,363644100022
1.131066,1,470,Rx d,6,01904B3E0
1.13295,1,460,Rx d,8,000001700
1.133072,1,460,Rx d,8,154C7DC7F780
1.133175,1,470,Rx d,6,01204B3E8
1.133291,1,E0,Rx d,8,FF2E1212E612E60
1.133411,1,460,Rx d,8,29068601800
1.133537,1,500,Rx d,8,100000000
1.13405,1,640,Rx d,8,003D70F5057
1.134176,1,501,Rx d,8,10000000
1.134297,1,641,Rx d,8,01205900046
1.13443,1,642,Rx d,8,0007DFF6AF060
1.134566,1,643,Rx d,8,FFFFFFFFFFFFFFFF
1.134701,1,652,Rx d,8,00F060FF000
1.134842,1,655,Rx d,8,0180297FFF7FFF
1.134978,1,656,Rx d,8,7FFF00FFFF00
1.135113,1,657,Rx d,8,FFEF7FFFFFFF00
1.135216,1,470,Rx d,6,0120433D7
1.135339,1,502,Rx d,8,1008E0600
1.135462,1,658,Rx d,8,012093E800
1.135599,1,659,Rx d,8,FFFFFFFF0000
1.135732,1,630,Rx d,8,01FFFF0A9D00
1.135868,1,631,Rx d,8,00010100010
1.136006,1,632,Rx d,8,7FFF7FFF0110
1.136126,1,503,Rx d,8,13E3D403E43D
1.136248,1,633,Rx d,8,104F010000
1.136387,1,634,Rx d,8,07FFFFFFF000
1.136528,1,635,Rx d,8,7FFFFFFF1100
1.136665,1,636,Rx d,8,FFFFFFFF7FFFFFFF
1.136803,1,644,Rx d,8,0000010016
1.136941,1,645,Rx d,8,00000007F
1.137081,1,646,Rx d,8,007FFF7FFF00
1.137183,1,470,Rx d,6,0204B3C7
1.137307,1,504,Rx d,8,410010110
1.137431,1,647,Rx d,8,007FFF7FFF00
1.137571,1,648,Rx d,8,00000000
1.137677,1,471,Rx d,6,000000
1.137802,1,670,Rx d,8,1000000A00
1.137944,1,671,Rx d,8,F060FB500100
1.138084,1,672,Rx d,8,00000000
1.138198,1,505,Rx d,8,13A3B3B3B3B3B3B
1.13832,1,118,Rx d,8,09018181900
1.138458,1,119,Rx d,8,007FFF1096
1.138547,1,11A,Rx d,3,000
1.138682,1,29,Rx d,8,00000000
1.139089,1,470,Rx d,6,01204B3F0
1.141038,1,470,Rx d,6,0120533E0
1.143037,1,470,Rx d,6,00A0533E0
1.14383,1,2A,Rx d,8,01747906D0D98
1.144002,1,640,Rx d,8,003D70F5057
1.144136,1,501,Rx d,8,20010000
1.144257,1,641,Rx d,8,01205900046
1.144391,1,642,Rx d,8,0007DFF6AF060
1.144526,1,643,Rx d,8,FFFFFFFFFFFFFFFF
